feature_name,cui,cui_nomenclature,cui_def,KG_Hits,sim_score,feature_level_min_kg_hits,feature_level_sum_kg_hits,feature_level_avg_kg_hits,feature_importance,p_val,corr,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Feature Split,sim_score_target_feat,sim_score_target_cui,shortest_path_length,simple_path_length,norm_path_length
Most recent bowel cancer screening Less than 1 year ago,,,,0,1.0,0.0,0.0,0.0,0.0,0.0457,-0.005,0.0008,Most recent bowel cancer screening_Less than 1 year ago,1.0,172315,Most recent bowel cancer screening_Less than 1 year ago < 0.50,0.01,0.01,2,74,0.26
adenoma polyps,,,,0,1.0,0.0,0.0,0.0,0.0,0.0253,0.005,0.0,"Non-cancer illness code, self-reported | Array 4__adenoma polyps",1.0,189535,"Non-cancer illness code, self-reported | Array 4__adenoma polyps < 0.19",0.2,0.24,2,74,0.26
Genetic ethnic grouping Caucasian,,,,0,1.0,0.0,0.0,0.0,0.0025,0.0,0.013,0.0329,Genetic ethnic grouping_Caucasian,1.02,155258,Genetic ethnic grouping_Caucasian >= 0.50,-0.03,-0.03,2,74,0.26
Job code at visit nursing,,,,0,1.0,0.0,0.0,0.0,0.0,0.0485,0.005,0.0,Job code at visit__nursing,1.2,942,Job code at visit__nursing >= 0.24,-0.08,-0.08,2,74,0.26
"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor Blood clot in the leg (DVT)|Emphysema/chronic bronchitis|Asthma|Hayfever, allergic rhinitis or eczema",,,,0,1.0,0.0,0.0,0.0,0.0,0.0131,0.006,0.0,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Blood clot in the leg (DVT)|Emphysema/chronic bronchitis|Asthma|Hayfever, allergic rhinitis or eczema",1.0,189568,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Blood clot in the leg (DVT)|Emphysema/chronic bronchitis|Asthma|Hayfever, allergic rhinitis or eczema < 0.50",0.02,0.02,2,74,0.26
Eye problems/disorders Macular degeneration|Other serious eye condition,,,,0,1.0,0.0,0.0,0.0,0.0,0.0004,0.008,0.0,Eye problems/disorders_Macular degeneration|Other serious eye condition,1.0,189543,Eye problems/disorders_Macular degeneration|Other serious eye condition < 0.50,0.25,0.29,2,74,0.26
Mineral and other dietary supplements Zinc|Selenium,,,,0,1.0,0.0,0.0,0.0,0.0,0.0345,0.005,0.001,Mineral and other dietary supplements_Zinc|Selenium,1.53,158,Mineral and other dietary supplements_Zinc|Selenium >= 0.50,0.03,0.03,2,74,0.26
Job code at visit judges coroners,,,,0,1.0,0.0,0.0,0.0,0.0,0.0001,-0.009,0.0,Job code at visit__judges coroners,1.0,188813,Job code at visit__judges coroners < 0.19,0.05,0.06,2,74,0.26
medication preparations,,,,0,1.0,0.0,0.0,0.0,0.0,0.0173,-0.005,0.0,Treatment/medication code | Array 0__preparations,1.0,189313,Treatment/medication code | Array 0__preparations < 0.22,0.02,0.02,2,74,0.26
Falls in the last year No falls,,,,0,1.0,0.0,0.0,0.0,0.0,0.0,-0.016,0.033,Falls in the last year_No falls,1.09,43881,Falls in the last year_No falls < 0.50,-0.05,-0.05,2,74,0.26
medication glucosamine,,,,0,1.0,0.0,0.0,0.0,0.0,0.0004,-0.008,0.0012,Treatment/medication code | Array 0__glucosamine,1.0,187160,Treatment/medication code | Array 0__glucosamine < 0.31,0.07,0.07,2,74,0.26
Myopia diagnosis moderate/low myopia,,,,0,1.0,0.0,0.0,0.0,0.0,0.0017,-0.007,0.0001,Myopia diagnosis_moderate/low myopia,1.01,179298,Myopia diagnosis_moderate/low myopia < 0.50,0.1,0.1,2,74,0.26
(EOC) epithelial ovarian cancer genetic risk,,,,0,1.0,0.0,0.0,0.0,0.0045,0.0386,-0.005,0.0012,(EOC) epithelial ovarian cancer genetic risk,1.3,253,0.50 <= (EOC) epithelial ovarian cancer genetic risk < 0.50,0.05,0.09,2,74,0.26
Arm fat percentage,,,,0,1.0,0.0,0.0,0.0,0.0905,0.0,0.054,0.002,Arm fat percentage (left),1.9,463,Arm fat percentage (left) >= 2.70,0.06,0.06,2,74,0.26
Illnesses of siblings 4 Heart disease,,,,0,1.0,0.0,0.0,0.0,0.0,0.0017,0.007,0.0001,Illnesses of siblings_4_Heart disease,1.45,486,Illnesses of siblings_4_Heart disease >= 0.50,0.12,0.12,2,74,0.26
medication gaviscon liquid,,,,0,1.0,0.0,0.0,0.0,0.0,0.0119,0.006,0.0,Treatment/medication code | Array 0__gaviscon liquid,1.47,284,Treatment/medication code | Array 0__gaviscon liquid >= 0.29,-0.02,-0.02,2,74,0.26
"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor Blood clot in the lung|Emphysema/chronic bronchitis",,,,0,1.0,0.0,0.0,0.0,0.0,0.0468,0.005,0.0007,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Blood clot in the lung|Emphysema/chronic bronchitis",1.0,189576,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Blood clot in the lung|Emphysema/chronic bronchitis < 0.50",0.09,0.09,2,74,0.26
Apolipoprotein A Blood biochemistry,,,,0,1.0,0.0,0.0,0.0,0.0562,0.0,-0.038,0.0003,Apolipoprotein A Blood biochemistry,1.89,134,-1.40 <= Apolipoprotein A Blood biochemistry < -1.40,0.14,0.14,2,74,0.26
hayfever allergic,,,,0,1.0,0.0,0.0,0.0,0.0,0.0039,-0.007,0.001,"Non-cancer illness code, self-reported | Array 0__hayfever allergic",1.0,187071,"Non-cancer illness code, self-reported | Array 0__hayfever allergic < 0.22",-0.18,-0.18,2,74,0.26
Mental health conditions ever diagnosed by a professional nerves agoraphobia,,,,0,1.0,0.0,0.0,0.0,0.0,0.0086,0.007,0.0,Mental health conditions ever diagnosed by a professional__nerves agoraphobia,1.0,189535,Mental health conditions ever diagnosed by a professional__nerves agoraphobia < 0.13,-0.02,-0.02,2,74,0.26
gord,,,,0,1.0,0.0,0.0,0.0,0.0,0.0039,0.007,0.0001,"Non-cancer illness code, self-reported | Array 0__gord",1.21,1893,"Non-cancer illness code, self-reported | Array 0__gord >= 0.14",0.06,0.22,2,74,0.26
Job code at visit proprietors,,,,0,1.0,0.0,0.0,0.0,0.0,0.0211,-0.005,0.0,Job code at visit__proprietors,1.0,188749,Job code at visit__proprietors < 0.24,-0.04,-0.04,2,74,0.26
medication multivitamin mineral,,,,0,1.0,0.0,0.0,0.0,0.0,0.0173,-0.005,0.0008,Treatment/medication code | Array 0__multivitamin mineral,1.0,189313,Treatment/medication code | Array 0__multivitamin mineral < 0.22,0.12,0.12,2,74,0.26
(non-UK origin) Country of Birth yemen,,,,0,1.0,0.0,0.0,0.0,0.0,0.0307,0.005,0.0004,(non-UK origin) Country of Birth__yemen,1.0,189571,(non-UK origin) Country of Birth__yemen < 0.50,-0.05,-0.05,2,74,0.26
medication capsule,,,,0,1.0,0.0,0.0,0.0,0.001,0.1918,0.001,0.0002,Treatment/medication code | Array 0__capsule,1.78,291,0.39 <= Treatment/medication code | Array 0__capsule < 0.46,0.05,0.05,2,74,0.26
Job code at visit education teaching,,,,0,1.0,0.0,0.0,0.0,0.0,0.0,-0.012,0.0,Job code at visit__education teaching,1.01,180480,Job code at visit__education teaching < 0.15,-0.09,-0.09,2,74,0.26
"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor Blood clot in the leg (DVT)|Emphysema/chronic bronchitis",,,,0,1.0,0.0,0.0,0.0,0.0,0.0008,0.008,0.0005,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Blood clot in the leg (DVT)|Emphysema/chronic bronchitis",1.0,189526,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Blood clot in the leg (DVT)|Emphysema/chronic bronchitis < 0.50",0.06,0.06,2,74,0.26
Z98.0 - Intestinal bypass and anastomosis status,,,,0,1.0,0.0,0.0,0.0,0.001,0.1293,0.01,0.0,Z98.0 - Intestinal bypass and anastomosis status,2.17,167,-33.00 <= Z98.0 - Intestinal bypass and anastomosis status < -11.00,0.07,0.07,2,74,0.26
Job code at visit managers chartered,,,,0,1.0,0.0,0.0,0.0,0.0,0.0336,-0.005,0.0016,Job code at visit__managers chartered,1.0,188529,Job code at visit__managers chartered < 0.22,-0.07,-0.07,2,74,0.26
Weight change during worst episode of depression Stayed about the same or was on a diet,,,,0,1.0,0.0,0.0,0.0,0.0,0.0002,-0.009,0.0007,Weight change during worst episode of depression_Stayed about the same or was on a diet,1.01,180372,Weight change during worst episode of depression_Stayed about the same or was on a diet < 0.50,-0.01,-0.01,2,74,0.26
Job code at visit accountants,,,,0,1.0,0.0,0.0,0.0,0.0,0.0009,-0.008,0.0,Job code at visit__accountants,1.0,188779,Job code at visit__accountants < 0.23,0.02,0.02,2,74,0.26
Mouth/teeth dental problems Bleeding gums|Dentures,,,,0,1.0,0.0,0.0,0.0,0.0,0.0003,0.008,0.0,Mouth/teeth dental problems_Bleeding gums|Dentures,1.29,1608,Mouth/teeth dental problems_Bleeding gums|Dentures >= 0.50,0.09,0.1,2,74,0.26
Job code at visit communication technology,,,,0,1.0,0.0,0.0,0.0,0.0,0.0023,-0.007,0.0,Job code at visit__communication technology,1.0,188481,Job code at visit__communication technology < 0.20,-0.04,-0.04,2,74,0.26
allergy anaphylactic,,,,0,1.0,0.0,0.0,0.0,0.0,0.0207,0.005,0.0,"Non-cancer illness code, self-reported | Array 3__allergy anaphylactic",1.52,116,"0.18 <= Non-cancer illness code, self-reported | Array 3__allergy anaphylactic < 0.37",-0.16,-0.16,2,74,0.26
"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor Emphysema/chronic bronchitis|Asthma",,,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0002,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Emphysema/chronic bronchitis|Asthma",1.5,816,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Emphysema/chronic bronchitis|Asthma >= 0.50",0.1,0.1,2,74,0.26
Y83.8 - Other surgical procedures,,,,0,1.0,0.0,0.0,0.0,0.0,0.0148,0.007,0.0,Y83.8 - Other surgical procedures,1.82,218,2.00 <= Y83.8 - Other surgical procedures < 3.40,0.13,0.13,2,74,0.26
obstructive airways,,,,0,1.0,0.0,0.0,0.0,0.0,0.0448,0.005,0.0004,"Non-cancer illness code, self-reported | Array 2__obstructive airways",1.44,206,"Non-cancer illness code, self-reported | Array 2__obstructive airways >= 0.17",0.11,0.26,2,74,0.26
General pain for 3+ months infrequent,,,,0,1.0,0.0,0.0,0.0,0.0,0.0442,0.005,0.0,General pain for 3+ months_infrequent_,1.0,189607,All values,0.05,0.05,2,74,0.26
Wheeze or whistling in the chest in last year,,,,0,1.0,0.0,0.0,0.0,0.0018,0.0,0.028,0.0053,Wheeze or whistling in the chest in last year_Yes,1.16,45415,Wheeze or whistling in the chest in last year_Yes >= 0.50,0.14,0.17,2,74,0.26
Pulse wave reflection index,,,,0,1.0,0.0,0.0,0.0,0.0044,0.0813,-0.011,0.0,Pulse wave reflection index,1.19,3268,-1.60 <= Pulse wave reflection index < -1.20,-0.1,-0.1,2,74,0.26
problem cancer,,,,0,1.0,0.0,0.0,0.0,0.0,0.0041,0.006,0.0008,"Non-cancer illness code, self-reported | Array 4__problem cancer",1.39,111,"0.23 <= Non-cancer illness code, self-reported | Array 4__problem cancer < 0.50",0.15,0.15,2,74,0.26
(non-UK origin) Country of Birth usa,,,,0,1.0,0.0,0.0,0.0,0.0,0.0029,-0.007,0.0,(non-UK origin) Country of Birth__usa,1.0,189098,(non-UK origin) Country of Birth__usa < 0.50,-0.04,-0.04,2,74,0.26
allergy hypersensitivity,,,,0,1.0,0.0,0.0,0.0,0.0,0.0042,0.007,0.0,"Non-cancer illness code, self-reported | Array 6__allergy hypersensitivity",1.0,189566,"Non-cancer illness code, self-reported | Array 6__allergy hypersensitivity < 0.23",-0.03,-0.03,2,74,0.26
"Never eat eggs, dairy, wheat, sugar Sugar or foods/drinks containing sugar",,,,0,1.0,0.0,0.0,0.0,0.0046,0.1667,-0.003,0.002,"Never eat eggs, dairy, wheat, sugar_Sugar or foods/drinks containing sugar",1.0,154814,"Never eat eggs, dairy, wheat, sugar_Sugar or foods/drinks containing sugar < 0.50",0.01,0.01,2,74,0.26
Job code at visit metal,,,,0,1.0,0.0,0.0,0.0,0.0,0.0019,-0.006,0.0,Job code at visit__metal,1.0,187806,Job code at visit__metal < 0.16,-0.01,-0.01,2,74,0.26
Vascular/heart problems diagnosed by doctor High blood pressure,,,,0,1.0,0.0,0.0,0.0,0.0,0.0001,0.009,0.0074,Vascular/heart problems diagnosed by doctor_High blood pressure,1.04,54093,Vascular/heart problems diagnosed by doctor_High blood pressure >= 0.50,0.06,0.06,2,74,0.26
Vascular/heart problems diagnosed by doctor None of the above,,,,0,1.0,0.0,0.0,0.0,0.0,0.0,-0.021,0.0316,Vascular/heart problems diagnosed by doctor_None of the above,1.09,69382,Vascular/heart problems diagnosed by doctor_None of the above < 0.50,0.04,0.04,2,74,0.26
Job code at visit financial,,,,0,1.0,0.0,0.0,0.0,0.0,0.0001,-0.007,0.0001,Job code at visit__financial,1.0,184793,Job code at visit__financial < 0.13,-0.11,-0.11,2,74,0.26
Job code at visit certified accountants,,,,0,1.0,0.0,0.0,0.0,0.0,0.0007,-0.008,0.0001,Job code at visit__certified accountants,1.0,188866,Job code at visit__certified accountants < 0.23,-0.02,-0.02,2,74,0.26
"M81.99 - Osteoporosis, unspecified (Site unspecified)",,,,0,1.0,0.0,0.0,0.0,0.0003,0.0002,0.009,0.0006,"M81.99 - Osteoporosis, unspecified (Site unspecified)",2.2,185,"7.80 <= M81.99 - Osteoporosis, unspecified (Site unspecified) < 10.00",0.13,0.13,2,74,0.26
Mental health conditions ever diagnosed by a professional nerves,,,,0,1.0,0.0,0.0,0.0,0.0006,0.3171,0.004,0.0005,Mental health conditions ever diagnosed by a professional__nerves,1.62,245,0.07 <= Mental health conditions ever diagnosed by a professional__nerves < 0.12,-0.02,-0.02,2,74,0.26
Tinnitus severity/nuisance infrequent,,,,0,1.0,0.0,0.0,0.0,0.0,0.0162,0.006,0.0,Tinnitus severity/nuisance_infrequent_,1.0,189607,All values,0.05,0.05,2,74,0.26
Home area population density - urban or rural England/Wales - Urban - less sparse,,,,0,1.0,0.0,0.0,0.0,0.0012,0.0208,0.005,0.0343,Home area population density - urban or rural_England/Wales - Urban - less sparse,1.01,151002,Home area population density - urban or rural_England/Wales - Urban - less sparse >= 0.50,-0.05,-0.02,2,74,0.26
Hip circumference,,,,0,1.0,0.0,0.0,0.0,0.0063,0.0,0.035,0.0021,Hip circumference,1.35,11744,1.70 <= Hip circumference < 5.70,-0.09,-0.09,2,74,0.26
"Never eat eggs, dairy, wheat, sugar Dairy products|Sugar or foods/drinks containing sugar",,,,0,1.0,0.0,0.0,0.0,0.0,0.0153,0.006,0.0,"Never eat eggs, dairy, wheat, sugar_Dairy products|Sugar or foods/drinks containing sugar",1.26,864,"Never eat eggs, dairy, wheat, sugar_Dairy products|Sugar or foods/drinks containing sugar >= 0.50",0.01,0.01,2,74,0.26
Age angina diagnosed,,,,0,1.0,0.0,0.0,0.0,0.0,0.022,0.005,0.0,Age angina diagnosed_65,1.53,187,Age angina diagnosed_65 >= 0.50,0.08,0.08,2,74,0.26
"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor Blood clot in the leg (DVT)|Asthma",,,,0,1.0,0.0,0.0,0.0,0.0,0.0056,0.006,0.0009,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Blood clot in the leg (DVT)|Asthma",1.48,326,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Blood clot in the leg (DVT)|Asthma >= 0.50",0.03,0.03,2,74,0.26
medication chondroitin product,,,,0,1.0,0.0,0.0,0.0,0.0,0.014,-0.006,0.0014,Treatment/medication code | Array 0__chondroitin product,1.0,188280,Treatment/medication code | Array 0__chondroitin product < 0.31,0.2,0.2,2,74,0.26
Job code at visit quantity,,,,0,1.0,0.0,0.0,0.0,0.0,0.0338,-0.004,0.0,Job code at visit__quantity,1.0,188951,Job code at visit__quantity < 0.19,-0.12,-0.12,2,74,0.26
Vascular/heart problems diagnosed by doctor Angina,,,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0004,Vascular/heart problems diagnosed by doctor_Angina,1.31,2292,Vascular/heart problems diagnosed by doctor_Angina >= 0.50,0.04,0.04,2,74,0.26
medication tablet,,,,0,1.0,0.0,0.0,0.0,0.0,0.0062,0.009,0.0,Treatment/medication code | Array 0__tablet,1.59,208,0.18 <= Treatment/medication code | Array 0__tablet < 0.19,0.08,0.08,2,74,0.26
Excessive or frequent menstruation,,,,0,1.0,0.0,0.0,0.0,0.0006,0.9134,-0.001,0.0008,Excessive or frequent menstruation,1.56,389,-8.60 <= Excessive or frequent menstruation < -6.40,0.03,0.03,2,74,0.26
Mouth/teeth dental problems Mouth ulcers|Dentures,,,,0,1.0,0.0,0.0,0.0,0.0,0.027,0.005,0.0013,Mouth/teeth dental problems_Mouth ulcers|Dentures,1.14,2409,Mouth/teeth dental problems_Mouth ulcers|Dentures >= 0.50,0.16,0.18,2,74,0.26
"Qualifications College or University degree|A levels/AS levels or equivalent|O levels/GCSEs or equivalent|CSEs or equivalent|Other professional qualifications eg: nursing, teaching",,,,0,1.0,0.0,0.0,0.0,0.0,0.0059,-0.006,0.0,"Qualifications_College or University degree|A levels/AS levels or equivalent|O levels/GCSEs or equivalent|CSEs or equivalent|Other professional qualifications eg: nursing, teaching",1.0,188429,"Qualifications_College or University degree|A levels/AS levels or equivalent|O levels/GCSEs or equivalent|CSEs or equivalent|Other professional qualifications eg: nursing, teaching < 0.50",-0.03,-0.03,2,74,0.26
medication adalat,,,,0,1.0,0.0,0.0,0.0,0.0,0.011,0.006,0.0,Treatment/medication code | Array 0__adalat,1.34,565,Treatment/medication code | Array 0__adalat >= 0.25,-0.02,-0.02,2,74,0.26
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones Blood pressure medication",,,,0,1.0,0.0,0.0,0.0,0.0016,0.0,0.022,0.0006,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_Blood pressure medication",1.27,12711,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_Blood pressure medication >= 0.50",0.19,0.19,2,74,0.26
Triglycerides Blood biochemistry,,,,0,1.0,0.0,0.0,0.0,0.0715,0.0,0.038,0.0,Triglycerides Blood biochemistry,1.32,184,-1.00 <= Triglycerides Blood biochemistry < -1.00,0.15,0.15,2,74,0.26
"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed",,,,0,1.0,0.0,0.0,0.0,0.0,0.0003,0.008,0.0,"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_55",1.95,147,"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_55 >= 0.50",0.05,0.05,2,74,0.26
Bipolar disorder status Bipolar Type I (Mania),,,,0,1.0,0.0,0.0,0.0,0.0,0.004,0.007,0.0002,Bipolar disorder status_Bipolar Type I (Mania),1.5,330,Bipolar disorder status_Bipolar Type I (Mania) >= 0.50,0.03,0.03,2,74,0.26
Mouth/teeth dental problems None of the above,,,,0,1.0,0.0,0.0,0.0,0.0,0.0,-0.027,0.0296,Mouth/teeth dental problems_None of the above,1.1,83111,Mouth/teeth dental problems_None of the above < 0.50,0.14,0.24,2,74,0.26
Health satisfaction Moderately unhappy,,,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0014,Health satisfaction_Moderately unhappy,1.16,7732,Health satisfaction_Moderately unhappy >= 0.50,-0.05,-0.05,2,74,0.26
(PSA) Time since last prostate specific antigen test Less than a year ago,,,,0,1.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0005,(PSA) Time since last prostate specific antigen test_Less than a year ago,1.01,183515,(PSA) Time since last prostate specific antigen test_Less than a year ago < 0.50,-0.1,-0.1,2,74,0.26
Frequency of depressed mood in last 2 weeks,,,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0011,Frequency of depressed mood in last 2 weeks_Do not know,1.16,8363,Frequency of depressed mood in last 2 weeks_Do not know >= 0.50,-0.06,-0.06,2,74,0.26
Stiffness method,,,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0324,Stiffness method_None,1.02,126047,Stiffness method_None >= 0.50,-0.11,-0.11,2,74,0.26
(non-UK origin) Country of Birth sri,,,,0,1.0,0.0,0.0,0.0,0.0,0.0049,-0.006,0.0,(non-UK origin) Country of Birth__sri,1.0,189356,(non-UK origin) Country of Birth__sri < 0.29,0.02,0.02,2,74,0.26
Qualifications A levels/AS levels or equivalent|CSEs or equivalent,,,,0,1.0,0.0,0.0,0.0,0.0,0.0486,0.005,0.0,Qualifications_A levels/AS levels or equivalent|CSEs or equivalent,1.57,119,Qualifications_A levels/AS levels or equivalent|CSEs or equivalent >= 0.50,-0.03,-0.03,2,74,0.26
Job code at visit quantity surveyors,,,,0,1.0,0.0,0.0,0.0,0.0,0.0338,-0.004,0.0002,Job code at visit__quantity surveyors,1.0,188951,Job code at visit__quantity surveyors < 0.19,-0.02,-0.02,2,74,0.26
Overall health rating Good,,,,0,1.0,0.0,0.0,0.0,0.0043,0.0,-0.028,0.0288,Overall health rating_Good,1.1,84422,Overall health rating_Good < 0.50,-0.02,-0.02,2,74,0.26
Long-term/recurrent antibiotics as child or teenager,,,,0,1.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.0068,Long-term/recurrent antibiotics as child or teenager_No,1.04,144366,Long-term/recurrent antibiotics as child or teenager_No < 0.50,0.06,0.06,2,74,0.26
Z53.8 - Procedure not carried out for other reasons,,,,0,1.0,0.0,0.0,0.0,0.0002,0.0524,0.005,0.0002,Z53.8 - Procedure not carried out for other reasons,1.56,544,0.17 <= Z53.8 - Procedure not carried out for other reasons < 0.79,-0.05,-0.05,2,74,0.26
Age cataract diagnosed,,,,0,1.0,0.0,0.0,0.0,0.0,0.0284,0.005,0.0,Age cataract diagnosed_54,1.0,189557,Age cataract diagnosed_54 < 0.50,0.1,0.2,2,74,0.26
Job code at visit chartered,,,,0,1.0,0.0,0.0,0.0,0.0,0.0001,-0.009,0.0007,Job code at visit__chartered,1.0,187321,Job code at visit__chartered < 0.16,-0.03,-0.03,2,74,0.26
Ever had bowel cancer screening,,,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0124,Ever had bowel cancer screening_Yes,1.05,66474,Ever had bowel cancer screening_Yes >= 0.50,0.07,0.07,2,74,0.26
