Query,feature_name,cui,cui_def,KG_Hits,sim_score,feature_level_sum_kg_hits,feature_level_avg_kg_hits,feature_importance,p_val,corr,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Feature Split,sim_score_target_feat,sim_score_target_cui,shortest_path_length,simple_path_length,norm_path_length,Target,Query Count,Target Count,Co-occurrence Count,Cooccurrence P-Value,MI,min_feat_kgHit,feature_level_sum_cooc_hits
,medication chondroitin product,,,0,1.0,0.0,0.0,0.0,0.014,-0.006,0.001,Treatment/medication code | Array 0__chondroitin product,1.0,188280,Treatment/medication code | Array 0__chondroitin product < 0.31,0.2,0.2,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Job code at visit quantity,,,0,1.0,0.0,0.0,0.0,0.034,-0.004,0.0,Job code at visit__quantity,1.0,188951,Job code at visit__quantity < 0.19,-0.12,-0.12,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Vascular/heart problems diagnosed by doctor Angina,,,0,1.0,0.0,0.0,0.0,0.0,0.011,0.0,Vascular/heart problems diagnosed by doctor_Angina,1.31,2292,Vascular/heart problems diagnosed by doctor_Angina >= 0.50,0.04,0.04,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,medication tablet,,,0,1.0,0.0,0.0,0.0,0.006,0.009,0.0,Treatment/medication code | Array 0__tablet,1.59,208,0.18 <= Treatment/medication code | Array 0__tablet < 0.19,0.08,0.08,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Excessive or frequent menstruation,,,0,1.0,0.0,0.0,0.001,0.913,-0.001,0.001,Excessive or frequent menstruation,1.56,389,-8.60 <= Excessive or frequent menstruation < -6.40,0.03,0.03,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Mouth/teeth dental problems Mouth ulcers|Dentures,,,0,1.0,0.0,0.0,0.0,0.027,0.005,0.001,Mouth/teeth dental problems_Mouth ulcers|Dentures,1.14,2409,Mouth/teeth dental problems_Mouth ulcers|Dentures >= 0.50,0.16,0.18,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,"Qualifications College or University degree|A levels/AS levels or equivalent|O levels/GCSEs or equivalent|CSEs or equivalent|Other professional qualifications eg: nursing, teaching",,,0,1.0,0.0,0.0,0.0,0.006,-0.006,0.0,"Qualifications_College or University degree|A levels/AS levels or equivalent|O levels/GCSEs or equivalent|CSEs or equivalent|Other professional qualifications eg: nursing, teaching",1.0,188429,"Qualifications_College or University degree|A levels/AS levels or equivalent|O levels/GCSEs or equivalent|CSEs or equivalent|Other professional qualifications eg: nursing, teaching < 0.50",-0.03,-0.03,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,medication adalat,,,0,1.0,0.0,0.0,0.0,0.011,0.006,0.0,Treatment/medication code | Array 0__adalat,1.34,565,Treatment/medication code | Array 0__adalat >= 0.25,-0.02,-0.02,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones Blood pressure medication",,,0,1.0,0.0,0.0,0.002,0.0,0.022,0.001,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_Blood pressure medication",1.27,12711,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_Blood pressure medication >= 0.50",0.19,0.19,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Triglycerides Blood biochemistry,,,0,1.0,0.0,0.0,0.072,0.0,0.038,0.0,Triglycerides Blood biochemistry,1.32,184,-1.00 <= Triglycerides Blood biochemistry < -1.00,0.15,0.15,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed",,,0,1.0,0.0,0.0,0.0,0.0,0.008,0.0,"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_55",1.95,147,"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_55 >= 0.50",0.05,0.05,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Bipolar disorder status Bipolar Type I (Mania),,,0,1.0,0.0,0.0,0.0,0.004,0.007,0.0,Bipolar disorder status_Bipolar Type I (Mania),1.5,330,Bipolar disorder status_Bipolar Type I (Mania) >= 0.50,0.03,0.03,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Mouth/teeth dental problems None of the above,,,0,1.0,0.0,0.0,0.0,0.0,-0.027,0.03,Mouth/teeth dental problems_None of the above,1.1,83111,Mouth/teeth dental problems_None of the above < 0.50,0.14,0.24,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Health satisfaction Moderately unhappy,,,0,1.0,0.0,0.0,0.0,0.0,0.01,0.001,Health satisfaction_Moderately unhappy,1.16,7732,Health satisfaction_Moderately unhappy >= 0.50,-0.05,-0.05,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,(PSA) Time since last prostate specific antigen test Less than a year ago,,,0,1.0,0.0,0.0,0.0,0.0,-0.01,0.0,(PSA) Time since last prostate specific antigen test_Less than a year ago,1.01,183515,(PSA) Time since last prostate specific antigen test_Less than a year ago < 0.50,-0.1,-0.1,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Frequency of depressed mood in last 2 weeks,,,0,1.0,0.0,0.0,0.0,0.0,0.011,0.001,Frequency of depressed mood in last 2 weeks_Do not know,1.16,8363,Frequency of depressed mood in last 2 weeks_Do not know >= 0.50,-0.06,-0.06,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Stiffness method,,,0,1.0,0.0,0.0,0.0,0.0,0.01,0.032,Stiffness method_None,1.02,126047,Stiffness method_None >= 0.50,-0.11,-0.11,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,(non-UK origin) Country of Birth sri,,,0,1.0,0.0,0.0,0.0,0.005,-0.006,0.0,(non-UK origin) Country of Birth__sri,1.0,189356,(non-UK origin) Country of Birth__sri < 0.29,0.02,0.02,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Qualifications A levels/AS levels or equivalent|CSEs or equivalent,,,0,1.0,0.0,0.0,0.0,0.049,0.005,0.0,Qualifications_A levels/AS levels or equivalent|CSEs or equivalent,1.57,119,Qualifications_A levels/AS levels or equivalent|CSEs or equivalent >= 0.50,-0.03,-0.03,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Job code at visit quantity surveyors,,,0,1.0,0.0,0.0,0.0,0.034,-0.004,0.0,Job code at visit__quantity surveyors,1.0,188951,Job code at visit__quantity surveyors < 0.19,-0.02,-0.02,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Overall health rating Good,,,0,1.0,0.0,0.0,0.004,0.0,-0.028,0.029,Overall health rating_Good,1.1,84422,Overall health rating_Good < 0.50,-0.02,-0.02,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Age cataract diagnosed,,,0,1.0,0.0,0.0,0.0,0.028,0.005,0.0,Age cataract diagnosed_54,1.0,189557,Age cataract diagnosed_54 < 0.50,0.1,0.2,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Job code at visit chartered,,,0,1.0,0.0,0.0,0.0,0.0,-0.009,0.001,Job code at visit__chartered,1.0,187321,Job code at visit__chartered < 0.16,-0.03,-0.03,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Ever had bowel cancer screening,,,0,1.0,0.0,0.0,0.0,0.0,0.012,0.012,Ever had bowel cancer screening_Yes,1.05,66474,Ever had bowel cancer screening_Yes >= 0.50,0.07,0.07,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Z37.0 - Single live birth,,,0,1.0,0.0,0.0,0.0,0.008,-0.006,0.0,Z37.0 - Single live birth,1.33,629,-4.90 <= Z37.0 - Single live birth < -2.10,-0.03,-0.03,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Concentration of IDL Particles,,,0,1.0,0.0,0.0,0.001,0.074,-0.002,0.0,Concentration of IDL Particles,2.12,104,4.80 <= Concentration of IDL Particles < 4.90,0.03,0.12,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,tissue problem,,,0,1.0,0.0,0.0,0.0,0.022,0.005,0.0,"Non-cancer illness code, self-reported | Array 5__tissue problem",1.0,189536,"Non-cancer illness code, self-reported | Array 5__tissue problem < 0.21",0.2,0.25,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Job code at visit trainers,,,0,1.0,0.0,0.0,0.0,0.042,-0.005,0.0,Job code at visit__trainers,1.0,188922,Job code at visit__trainers < 0.20,-0.1,-0.1,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Z51.5 - Palliative care,,,0,1.0,0.0,0.0,0.023,0.553,-0.002,0.002,Z51.5 - Palliative care,1.01,187531,-0.63 <= Z51.5 - Palliative care < 1.00,-0.02,-0.02,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Time spend outdoors in summer Less than an hour a day,,,0,1.0,0.0,0.0,0.0,0.0,0.008,0.001,Time spend outdoors in summer_Less than an hour a day,1.12,7550,Time spend outdoors in summer_Less than an hour a day >= 0.50,-0.13,-0.13,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Vascular/heart problems diagnosed by doctor Heart attack|Angina|High blood pressure,,,0,1.0,0.0,0.0,0.0,0.0,0.012,0.0,Vascular/heart problems diagnosed by doctor_Heart attack|Angina|High blood pressure,1.42,1436,Vascular/heart problems diagnosed by doctor_Heart attack|Angina|High blood pressure >= 0.50,0.1,0.1,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Job code at visit secondary education,,,0,1.0,0.0,0.0,0.0,0.0,-0.008,0.001,Job code at visit__secondary education,1.0,186681,Job code at visit__secondary education < 0.23,-0.12,-0.12,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Mental health conditions ever diagnosed by a professional group depression,,,0,1.0,0.0,0.0,0.0,0.003,0.008,0.0,Mental health conditions ever diagnosed by a professional__group depression,1.41,1079,0.09 <= Mental health conditions ever diagnosed by a professional__group depression < 0.16,0.0,0.0,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,hypersensitivity anaphylaxis,,,0,1.0,0.0,0.0,0.0,0.004,0.007,0.0,"Non-cancer illness code, self-reported | Array 6__hypersensitivity anaphylaxis",1.0,189566,"Non-cancer illness code, self-reported | Array 6__hypersensitivity anaphylaxis < 0.23",-0.14,-0.14,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,(non-UK origin) Country of Birth australia,,,0,1.0,0.0,0.0,0.0,0.014,-0.006,0.0,(non-UK origin) Country of Birth__australia,1.0,189322,(non-UK origin) Country of Birth__australia < 0.50,-0.04,-0.04,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,eyelid problem,,,0,1.0,0.0,0.0,0.0,0.02,0.005,0.0,"Non-cancer illness code, self-reported | Array 3__eyelid problem",1.47,247,"Non-cancer illness code, self-reported | Array 3__eyelid problem >= 0.24",0.16,0.16,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,"Qualifications Other professional qualifications eg: nursing, teaching",,,0,1.0,0.0,0.0,0.001,0.032,0.005,0.001,"Qualifications_Other professional qualifications eg: nursing, teaching",1.06,10682,"Qualifications_Other professional qualifications eg: nursing, teaching >= 0.50",0.0,0.0,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Frequency of depressed mood in last 2 weeks Nearly every day,,,0,1.0,0.0,0.0,0.0,0.0,0.015,0.0,Frequency of depressed mood in last 2 weeks_Nearly every day,1.32,4305,Frequency of depressed mood in last 2 weeks_Nearly every day >= 0.50,-0.03,-0.03,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Job code at visit judges,,,0,1.0,0.0,0.0,0.0,0.0,-0.009,0.0,Job code at visit__judges,1.0,188813,Job code at visit__judges < 0.19,0.01,0.02,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Job code at visit assistants,,,0,1.0,0.0,0.0,0.0,0.008,0.006,0.0,Job code at visit__assistants,1.2,942,0.25 <= Job code at visit__assistants < 0.27,-0.06,-0.06,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Skin colour Light olive,,,0,1.0,0.0,0.0,0.001,0.104,-0.004,0.002,Skin colour_Light olive,1.01,155983,Skin colour_Light olive < 0.50,-0.02,-0.02,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Job code at visit machine operatives,,,0,1.0,0.0,0.0,0.0,0.03,-0.005,0.0,Job code at visit__machine operatives,1.0,188985,Job code at visit__machine operatives < 0.23,-0.04,-0.04,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Weight change compared with 1 year ago Yes - gained weight,,,0,1.0,0.0,0.0,0.0,0.0,0.015,0.01,Weight change compared with 1 year ago_Yes - gained weight,1.07,60646,Weight change compared with 1 year ago_Yes - gained weight >= 0.50,0.08,0.24,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Non-accidental death in close genetic family,,,0,1.0,0.0,0.0,0.001,0.0,0.008,0.001,Non-accidental death in close genetic family_Do not know,1.21,2845,Non-accidental death in close genetic family_Do not know >= 0.50,0.13,0.13,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Concentration of Very Large HDL Particles,,,0,1.0,0.0,0.0,0.002,0.0,-0.019,0.001,Concentration of Very Large HDL Particles,1.11,23805,Concentration of Very Large HDL Particles < -0.27,0.1,0.15,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Job code at visit care,,,0,1.0,0.0,0.0,0.0,0.327,0.003,0.0,Job code at visit__care,1.3,331,0.42 <= Job code at visit__care < 0.46,-0.06,-0.06,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Started insulin within one year diagnosis of diabetes,,,0,1.0,0.0,0.0,0.003,0.0,0.012,0.0,Started insulin within one year diagnosis of diabetes_No,1.15,11549,Started insulin within one year diagnosis of diabetes_No >= 0.50,0.1,0.1,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Age emphysema/chronic bronchitis diagnosed,,,0,1.0,0.0,0.0,0.0,0.0,0.01,0.0,Age emphysema/chronic bronchitis diagnosed_15,1.0,189576,Age emphysema/chronic bronchitis diagnosed_15 < 0.50,0.16,0.26,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Health satisfaction Very unhappy,,,0,1.0,0.0,0.0,0.0,0.0,0.012,0.001,Health satisfaction_Very unhappy,1.34,2472,Health satisfaction_Very unhappy >= 0.50,0.02,0.02,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Oily fish intake 2-4 times a week,,,0,1.0,0.0,0.0,0.01,0.0,-0.017,0.002,Oily fish intake_2-4 times a week,1.02,156409,Oily fish intake_2-4 times a week < 0.50,0.07,0.12,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Job code at visit chartered secretaries,,,0,1.0,0.0,0.0,0.0,0.034,-0.005,0.0,Job code at visit__chartered secretaries,1.0,188529,Job code at visit__chartered secretaries < 0.22,-0.08,-0.08,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Job code at visit financial managers,,,0,1.0,0.0,0.0,0.0,0.034,-0.005,0.001,Job code at visit__financial managers,1.0,188529,Job code at visit__financial managers < 0.22,-0.06,-0.06,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,medication chewable tablet,,,0,1.0,0.0,0.0,0.0,0.048,0.005,0.0,Treatment/medication code | Array 0__chewable tablet,1.26,639,0.32 <= Treatment/medication code | Array 0__chewable tablet < 0.37,0.1,0.24,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Job code at visit auxiliaries assistants,,,0,1.0,0.0,0.0,0.0,0.048,0.005,0.0,Job code at visit__auxiliaries assistants,1.2,942,Job code at visit__auxiliaries assistants >= 0.24,-0.08,-0.08,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,eczema dermatitis,,,0,1.0,0.0,0.0,0.0,0.024,-0.005,0.0,"Non-cancer illness code, self-reported | Array 1__eczema dermatitis",1.0,188207,"Non-cancer illness code, self-reported | Array 1__eczema dermatitis < 0.29",0.06,0.06,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Job code at visit fitters,,,0,1.0,0.0,0.0,0.0,0.001,-0.007,0.001,Job code at visit__fitters,1.0,187615,Job code at visit__fitters < 0.16,-0.04,-0.04,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Job code at visit managers proprietors,,,0,1.0,0.0,0.0,0.0,0.021,-0.005,0.0,Job code at visit__managers proprietors,1.0,188749,Job code at visit__managers proprietors < 0.24,-0.07,-0.07,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,dietary changes in the last 5 years,,,0,1.0,0.0,0.0,0.017,0.0,-0.033,0.031,Major dietary changes in the last 5 years_No,1.12,82699,Major dietary changes in the last 5 years_No < 0.50,0.09,0.09,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Lipoprotein A Blood biochemistry,,,0,1.0,0.0,0.0,0.001,0.201,-0.003,0.0,Lipoprotein A Blood biochemistry,1.24,647,Lipoprotein A Blood biochemistry < -0.97,0.12,0.12,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Rash and other nonspecific skin eruption,,,0,1.0,0.0,0.0,0.0,0.021,0.004,0.0,Rash and other nonspecific skin eruption,1.67,125,6.90 <= Rash and other nonspecific skin eruption < 8.20,0.19,0.19,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Job code at visit nursing auxiliaries,,,0,1.0,0.0,0.0,0.0,0.048,0.005,0.0,Job code at visit__nursing auxiliaries,1.2,942,Job code at visit__nursing auxiliaries >= 0.24,-0.08,-0.08,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Mental health conditions ever diagnosed by a professional group group,,,0,1.0,0.0,0.0,0.013,0.0,-0.027,0.006,Mental health conditions ever diagnosed by a professional__group group,1.05,139336,Mental health conditions ever diagnosed by a professional__group group < 0.12,0.06,0.06,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Falls in the last year More than one fall,,,0,1.0,0.0,0.0,0.0,0.0,0.02,0.0,Falls in the last year_More than one fall,1.21,15437,Falls in the last year_More than one fall >= 0.50,0.04,0.12,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Job code at visit strategy,,,0,1.0,0.0,0.0,0.0,0.028,-0.005,0.001,Job code at visit__strategy,1.0,188881,Job code at visit__strategy < 0.24,-0.08,-0.08,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Qualifications College or University degree,,,0,1.0,0.0,0.0,0.0,0.0,-0.017,0.001,Qualifications_College or University degree,1.02,170715,Qualifications_College or University degree < 0.50,-0.01,-0.01,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Concentration of Large LDL Particles,,,0,1.0,0.0,0.0,0.001,0.423,0.001,0.0,Concentration of Large LDL Particles,1.19,2009,-5.20 <= Concentration of Large LDL Particles < -3.10,0.09,0.2,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,(non-UK origin) Country of Birth india,,,0,1.0,0.0,0.0,0.0,0.005,-0.006,0.0,(non-UK origin) Country of Birth__india,1.0,188024,(non-UK origin) Country of Birth__india < 0.50,0.06,0.07,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Frequency of depressed mood in last 2 weeks More than half the days,,,0,1.0,0.0,0.0,0.0,0.001,0.008,0.0,Frequency of depressed mood in last 2 weeks_More than half the days,1.13,6308,Frequency of depressed mood in last 2 weeks_More than half the days >= 0.50,-0.02,-0.0,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Eye problems/disorders Diabetes related eye disease|Glaucoma|Cataract,,,0,1.0,0.0,0.0,0.0,0.01,0.006,0.0,Eye problems/disorders_Diabetes related eye disease|Glaucoma|Cataract,1.0,189569,Eye problems/disorders_Diabetes related eye disease|Glaucoma|Cataract < 0.50,0.2,0.29,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,A09.9 - Gastroenteritis and colitis of unspecified origin,,,0,1.0,0.0,0.0,0.001,0.0,0.01,0.001,A09.9 - Gastroenteritis and colitis of unspecified origin,1.98,377,A09.9 - Gastroenteritis and colitis of unspecified origin >= 8.70,0.17,0.17,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,Qualifications CSEs or equivalent,,,0,1.0,0.0,0.0,0.0,0.004,0.007,0.0,Qualifications_CSEs or equivalent,1.11,6892,Qualifications_CSEs or equivalent >= 0.50,0.0,0.0,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
,"Average total household income before tax 52,000 to 100,000",,,0,1.0,0.0,0.0,0.002,0.0,-0.024,0.002,"Average total household income before tax_52,000 to 100,000",1.03,163004,"Average total household income before tax_52,000 to 100,000 < 0.50",-0.08,-0.08,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),40627,75025,67,0.047,-0.298,,
