name,feature_importance,p_val,corr,corr_kendal,support,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Target % Covered,F.Split-Feature Split
"Non-cancer illness code, self-reported | Array 0 cysts",0.0,0.02086,-0.007,-0.007,1,5e-05,"Non-cancer illness code, self-reported | Array 0__cysts",1.0,91509,99.98,"Non-cancer illness code, self-reported | Array 0__cysts < 0.22"
"Non-cancer illness code, self-reported | Array 0 cyst cysts",0.0,0.10224,-0.005,-0.005,1,2e-05,"Non-cancer illness code, self-reported | Array 0__cyst cysts",1.0,91533,99.98,"Non-cancer illness code, self-reported | Array 0__cyst cysts < 0.23"
"Non-cancer illness code, self-reported | Array 0 cyst",0.0,0.10224,-0.005,-0.005,1,2e-05,"Non-cancer illness code, self-reported | Array 0__cyst",1.0,91533,99.98,"Non-cancer illness code, self-reported | Array 0__cyst < 0.23"
"Non-cancer illness code, self-reported | Array 0 crohns ulcerative",0.0,0.11549,-0.005,-0.005,1,2e-05,"Non-cancer illness code, self-reported | Array 0__crohns ulcerative",1.0,91507,99.96,"Non-cancer illness code, self-reported | Array 0__crohns ulcerative < 0.19"
"Non-cancer illness code, self-reported | Array 0 cord",0.0,0.05927,-0.006,-0.006,1,4e-05,"Non-cancer illness code, self-reported | Array 0__cord",1.0,91557,100.0,"Non-cancer illness code, self-reported | Array 0__cord < 0.33"
"Non-cancer illness code, self-reported | Array 0 dermatitis",0.0,8e-05,-0.013,-0.013,1,0.00011,"Non-cancer illness code, self-reported | Array 0__dermatitis",1.0,91195,99.83,"Non-cancer illness code, self-reported | Array 0__dermatitis < 0.29"
"Non-cancer illness code, self-reported | Array 0 depression",0.0,0.0,-0.015,-0.015,1,0.00015,"Non-cancer illness code, self-reported | Array 0__depression",1.0,90549,99.33,"Non-cancer illness code, self-reported | Array 0__depression < 0.12"
"Non-cancer illness code, self-reported | Array 0 deficiency anaemia",0.0,0.08746,-0.006,-0.006,1,2e-05,"Non-cancer illness code, self-reported | Array 0__deficiency anaemia",1.0,91546,99.99,"Non-cancer illness code, self-reported | Array 0__deficiency anaemia < 0.23"
"Non-cancer illness code, self-reported | Array 0 colitis crohns",0.0,0.11549,-0.005,-0.005,1,2e-05,"Non-cancer illness code, self-reported | Array 0__colitis crohns",1.0,91507,99.96,"Non-cancer illness code, self-reported | Array 0__colitis crohns < 0.19"
"Non-cancer illness code, self-reported | Array 6 osteoarthritis",0.0,0.0,0.017,0.017,1,0.00012,"Non-cancer illness code, self-reported | Array 6__osteoarthritis",1.0,91398,99.55,"Non-cancer illness code, self-reported | Array 6__osteoarthritis < 0.50"
"Non-cancer illness code, self-reported | Array 6 oesophageal reflux",0.0,0.00761,0.009,0.009,1,3e-05,"Non-cancer illness code, self-reported | Array 6__oesophageal reflux",1.0,91446,99.74,"Non-cancer illness code, self-reported | Array 6__oesophageal reflux < 0.14"
"Non-cancer illness code, self-reported | Array 6 rhinitis",0.0,0.02203,0.008,0.008,1,2e-05,"Non-cancer illness code, self-reported | Array 6__rhinitis",1.0,91489,99.81,"Non-cancer illness code, self-reported | Array 6__rhinitis < 0.22"
"Non-cancer illness code, self-reported | Array 6 reflux gord",0.0,0.00761,0.009,0.009,1,3e-05,"Non-cancer illness code, self-reported | Array 6__reflux gord",1.0,91446,99.74,"Non-cancer illness code, self-reported | Array 6__reflux gord < 0.14"
"Non-cancer illness code, self-reported | Array 6 reflux",0.0,0.00761,0.009,0.009,1,3e-05,"Non-cancer illness code, self-reported | Array 6__reflux",1.0,91446,99.74,"Non-cancer illness code, self-reported | Array 6__reflux < 0.28"
"Non-cancer illness code, self-reported | Array 6 reaction",0.0,0.00375,0.01,0.01,1,3e-05,"Non-cancer illness code, self-reported | Array 6__reaction",1.0,91547,99.89,"Non-cancer illness code, self-reported | Array 6__reaction < 0.23"
"Non-cancer illness code, self-reported | Array 6 psoriasis",0.0,0.00041,0.012,0.012,1,5e-05,"Non-cancer illness code, self-reported | Array 6__psoriasis",1.0,91559,99.9,"Non-cancer illness code, self-reported | Array 6__psoriasis < 0.50"
"Non-cancer illness code, self-reported | Array 6 stones",0.0,0.03054,0.007,0.007,1,2e-05,"Non-cancer illness code, self-reported | Array 6__stones",1.0,91544,99.9,"Non-cancer illness code, self-reported | Array 6__stones < 0.22"
"Non-cancer illness code, self-reported | Array 6 soft tissue",0.0,0.00406,0.01,0.01,1,5e-05,"Non-cancer illness code, self-reported | Array 6__soft tissue",1.0,91530,99.86,"Non-cancer illness code, self-reported | Array 6__soft tissue < 0.19"
"Non-cancer illness code, self-reported | Array 0 infective",0.0,0.04713,-0.006,-0.006,1,5e-05,"Non-cancer illness code, self-reported | Array 0__infective",1.0,91489,99.95,"Non-cancer illness code, self-reported | Array 0__infective < 0.22"
Job code at visit administrators,0.0,0.02024,-0.008,-0.008,1,4e-05,Job code at visit__administrators,1.0,91419,99.91,Job code at visit__administrators < 0.17
Job code at visit accountants,0.0,0.11839,-0.005,-0.005,1,2e-05,Job code at visit__accountants,1.0,91091,99.56,Job code at visit__accountants < 0.23
"Non-cancer illness code, self-reported | Array 6 vestibular disorder",0.0,0.0835,0.006,0.006,1,1e-05,"Non-cancer illness code, self-reported | Array 6__vestibular disorder",1.0,91552,99.92,"Non-cancer illness code, self-reported | Array 6__vestibular disorder < 0.23"
"Non-cancer illness code, self-reported | Array 6 vestibular",0.0,0.0835,0.006,0.006,1,1e-05,"Non-cancer illness code, self-reported | Array 6__vestibular",1.0,91552,99.92,"Non-cancer illness code, self-reported | Array 6__vestibular < 0.23"
"Non-cancer illness code, self-reported | Array 6 unclassifiable",0.0,0.00016,0.012,0.012,1,6e-05,"Non-cancer illness code, self-reported | Array 6__unclassifiable",1.0,91390,99.61,"Non-cancer illness code, self-reported | Array 6__unclassifiable < 0.50"
"Non-cancer illness code, self-reported | Array 6 gall stones",0.0,0.03054,0.007,0.007,1,2e-05,"Non-cancer illness code, self-reported | Array 6__gall stones",1.0,91544,99.9,"Non-cancer illness code, self-reported | Array 6__gall stones < 0.22"
"Non-cancer illness code, self-reported | Array 6 gall",0.0,0.05029,0.007,0.007,1,2e-05,"Non-cancer illness code, self-reported | Array 6__gall",1.0,91542,99.9,"Non-cancer illness code, self-reported | Array 6__gall < 0.22"
"Non-cancer illness code, self-reported | Array 0 nerve",0.0,0.11996,-0.006,-0.006,1,6e-05,"Non-cancer illness code, self-reported | Array 0__nerve",1.0,91475,99.93,"Non-cancer illness code, self-reported | Array 0__nerve < 0.20"
"Non-cancer illness code, self-reported | Array 0 nasal sinus",0.0,0.0933,-0.006,-0.006,1,2e-05,"Non-cancer illness code, self-reported | Array 0__nasal sinus",1.0,91517,99.97,"Non-cancer illness code, self-reported | Array 0__nasal sinus < 0.24"
"Non-cancer illness code, self-reported | Array 0 nasal",0.0,0.06481,-0.006,-0.006,1,3e-05,"Non-cancer illness code, self-reported | Array 0__nasal",1.0,91426,99.9,"Non-cancer illness code, self-reported | Array 0__nasal < 0.22"
"Non-cancer illness code, self-reported | Array 0 osteoarthritis",0.0,0.0,-0.017,-0.017,1,0.00016,"Non-cancer illness code, self-reported | Array 0__osteoarthritis",1.01,89497,98.47,"Non-cancer illness code, self-reported | Array 0__osteoarthritis < 0.50"
"Non-cancer illness code, self-reported | Array 0 oesophagus",0.0,0.02813,-0.007,-0.007,1,3e-05,"Non-cancer illness code, self-reported | Array 0__oesophagus",1.0,91467,99.95,"Non-cancer illness code, self-reported | Array 0__oesophagus < 0.22"
"Non-cancer illness code, self-reported | Array 0 polyps",0.0,0.00988,-0.009,-0.009,1,0.0001,"Non-cancer illness code, self-reported | Array 0__polyps",1.0,91418,99.93,"Non-cancer illness code, self-reported | Array 0__polyps < 0.17"
"Non-cancer illness code, self-reported | Array 0 pneumonia",0.0,0.04157,-0.007,-0.007,1,3e-05,"Non-cancer illness code, self-reported | Array 0__pneumonia",1.0,91271,99.77,"Non-cancer illness code, self-reported | Array 0__pneumonia < 0.50"
"Non-cancer illness code, self-reported | Array 0 prolapsed disc",0.0,0.04772,-0.007,-0.007,1,2e-05,"Non-cancer illness code, self-reported | Array 0__prolapsed disc",1.0,91180,99.68,"Non-cancer illness code, self-reported | Array 0__prolapsed disc < 0.17"
"Non-cancer illness code, self-reported | Array 0 prolapsed",0.0,0.04772,-0.007,-0.007,1,2e-05,"Non-cancer illness code, self-reported | Array 0__prolapsed",1.0,91180,99.68,"Non-cancer illness code, self-reported | Array 0__prolapsed < 0.17"
"Non-cancer illness code, self-reported | Array 0 prolapse uterine",0.0,0.03986,-0.007,-0.007,1,4e-05,"Non-cancer illness code, self-reported | Array 0__prolapse uterine",1.0,91552,100.0,"Non-cancer illness code, self-reported | Array 0__prolapse uterine < 0.17"
"Non-cancer illness code, self-reported | Array 0 prolapse",0.0,0.02545,-0.007,-0.007,1,5e-05,"Non-cancer illness code, self-reported | Array 0__prolapse",1.0,91545,100.0,"Non-cancer illness code, self-reported | Array 0__prolapse < 0.34"
"Non-cancer illness code, self-reported | Array 0 psoriatic",0.0,0.17782,-0.004,-0.004,1,1e-05,"Non-cancer illness code, self-reported | Array 0__psoriatic",1.0,91542,99.98,"Non-cancer illness code, self-reported | Array 0__psoriatic < 0.29"
"Non-cancer illness code, self-reported | Array 0 psoriasis",0.0,0.00395,-0.01,-0.01,1,5e-05,"Non-cancer illness code, self-reported | Array 0__psoriasis",1.0,91304,99.85,"Non-cancer illness code, self-reported | Array 0__psoriasis < 0.50"
"Non-cancer illness code, self-reported | Array 0 prostate problem",0.0,0.0059,-0.009,-0.009,1,6e-05,"Non-cancer illness code, self-reported | Array 0__prostate problem",1.0,91503,99.99,"Non-cancer illness code, self-reported | Array 0__prostate problem < 0.27"
"Non-cancer illness code, self-reported | Array 0 prostate",0.0,4e-05,-0.014,-0.014,1,0.00014,"Non-cancer illness code, self-reported | Array 0__prostate",1.0,90802,99.53,"Non-cancer illness code, self-reported | Array 0__prostate < 0.19"
"Non-cancer illness code, self-reported | Array 0 rectal colon",0.0,0.00921,-0.009,-0.009,1,7e-05,"Non-cancer illness code, self-reported | Array 0__rectal colon",1.0,91529,100.0,"Non-cancer illness code, self-reported | Array 0__rectal colon < 0.19"
"Non-cancer illness code, self-reported | Array 0 rectal",0.0,0.00873,-0.009,-0.009,1,7e-05,"Non-cancer illness code, self-reported | Array 0__rectal",1.0,91527,100.0,"Non-cancer illness code, self-reported | Array 0__rectal < 0.19"
"Non-cancer illness code, self-reported | Array 0 reaction food",0.0,0.16718,-0.005,-0.005,1,1e-05,"Non-cancer illness code, self-reported | Array 0__reaction food",1.0,91541,99.98,"Non-cancer illness code, self-reported | Array 0__reaction food < 0.21"
"Non-cancer illness code, self-reported | Array 0 reaction drug",0.0,0.0277,-0.007,-0.007,1,4e-05,"Non-cancer illness code, self-reported | Array 0__reaction drug",1.0,91496,99.97,"Non-cancer illness code, self-reported | Array 0__reaction drug < 0.20"
"Non-cancer illness code, self-reported | Array 0 reaction",0.0,0.00943,-0.009,-0.009,1,5e-05,"Non-cancer illness code, self-reported | Array 0__reaction",1.0,91447,99.95,"Non-cancer illness code, self-reported | Array 0__reaction < 0.18"
"Non-cancer illness code, self-reported | Array 0 pylori",0.0,0.02227,-0.008,-0.008,1,5e-05,"Non-cancer illness code, self-reported | Array 0__pylori",1.0,91543,100.0,"Non-cancer illness code, self-reported | Array 0__pylori < 0.29"
"Non-cancer illness code, self-reported | Array 0 pulmonary embolism",0.0,0.11724,-0.005,-0.005,1,1e-05,"Non-cancer illness code, self-reported | Array 0__pulmonary embolism",1.0,91277,99.75,"Non-cancer illness code, self-reported | Array 0__pulmonary embolism < 0.23"
"Non-cancer illness code, self-reported | Array 0 psoriatic arthropathy",0.0,0.17782,-0.004,-0.004,1,1e-05,"Non-cancer illness code, self-reported | Array 0__psoriatic arthropathy",1.0,91542,99.98,"Non-cancer illness code, self-reported | Array 0__psoriatic arthropathy < 0.29"
"Non-cancer illness code, self-reported | Array 0 migraine",0.0,0.0,-0.016,-0.016,1,0.00018,"Non-cancer illness code, self-reported | Array 0__migraine",1.0,91055,99.79,"Non-cancer illness code, self-reported | Array 0__migraine < 0.25"
"Non-cancer illness code, self-reported | Array 0 meniere disease",0.0,0.09883,-0.005,-0.005,1,2e-05,"Non-cancer illness code, self-reported | Array 0__meniere disease",1.0,91518,99.97,"Non-cancer illness code, self-reported | Array 0__meniere disease < 0.32"
"Non-cancer illness code, self-reported | Array 0 meniere",0.0,0.09883,-0.005,-0.005,1,2e-05,"Non-cancer illness code, self-reported | Array 0__meniere",1.0,91518,99.97,"Non-cancer illness code, self-reported | Array 0__meniere < 0.32"
"Non-cancer illness code, self-reported | Array 0 myxoedema",0.0,2e-05,-0.014,-0.014,1,0.00012,"Non-cancer illness code, self-reported | Array 0__myxoedema",1.0,90732,99.48,"Non-cancer illness code, self-reported | Array 0__myxoedema < 0.29"
"Non-cancer illness code, self-reported | Array 0 myocardial infarction",0.0,0.0,0.044,0.044,1,0.00084,"Non-cancer illness code, self-reported | Array 0__myocardial infarction",1.57,4617,7.92,"Non-cancer illness code, self-reported | Array 0__myocardial infarction >= 0.19"
"Non-cancer illness code, self-reported | Array 0 myocardial",0.0,0.0,0.044,0.044,1,0.00084,"Non-cancer illness code, self-reported | Array 0__myocardial",1.57,4617,7.92,"Non-cancer illness code, self-reported | Array 0__myocardial >= 0.19"
"Non-cancer illness code, self-reported | Array 0 muscle soft",0.0,0.03293,-0.007,-0.007,1,3e-05,"Non-cancer illness code, self-reported | Array 0__muscle soft",1.0,91301,99.8,"Non-cancer illness code, self-reported | Array 0__muscle soft < 0.18"
"Non-cancer illness code, self-reported | Array 0 multiple sclerosis",0.0,0.00103,-0.011,-0.011,1,0.0001,"Non-cancer illness code, self-reported | Array 0__multiple sclerosis",1.0,91474,99.99,"Non-cancer illness code, self-reported | Array 0__multiple sclerosis < 0.27"
"Non-cancer illness code, self-reported | Array 0 oesophagitis barretts",0.0,0.02813,-0.007,-0.007,1,3e-05,"Non-cancer illness code, self-reported | Array 0__oesophagitis barretts",1.0,91467,99.95,"Non-cancer illness code, self-reported | Array 0__oesophagitis barretts < 0.22"
"Non-cancer illness code, self-reported | Array 0 high",0.0,1e-05,-0.015,-0.015,1,0.00012,"Non-cancer illness code, self-reported | Array 0__high",1.01,89676,98.54,"Non-cancer illness code, self-reported | Array 0__high < 0.29"
"Non-cancer illness code, self-reported | Array 0 hiatus hernia",0.0,0.00097,-0.011,-0.011,1,7e-05,"Non-cancer illness code, self-reported | Array 0__hiatus hernia",1.0,91051,99.66,"Non-cancer illness code, self-reported | Array 0__hiatus hernia < 0.29"
"Non-cancer illness code, self-reported | Array 0 hiatus",0.0,0.00097,-0.011,-0.011,1,7e-05,"Non-cancer illness code, self-reported | Array 0__hiatus",1.0,91051,99.66,"Non-cancer illness code, self-reported | Array 0__hiatus < 0.29"
"Non-cancer illness code, self-reported | Array 0 hernia",0.0,0.0001,-0.013,-0.013,1,0.0001,"Non-cancer illness code, self-reported | Array 0__hernia",1.0,90911,99.59,"Non-cancer illness code, self-reported | Array 0__hernia < 0.24"
"Non-cancer illness code, self-reported | Array 0 hepatitis",0.0,0.04847,-0.006,-0.006,1,4e-05,"Non-cancer illness code, self-reported | Array 0__hepatitis",1.0,91441,99.91,"Non-cancer illness code, self-reported | Array 0__hepatitis < 0.21"
"Non-cancer illness code, self-reported | Array 0 helicobacter pylori",0.0,0.02227,-0.008,-0.008,1,5e-05,"Non-cancer illness code, self-reported | Array 0__helicobacter pylori",1.0,91543,100.0,"Non-cancer illness code, self-reported | Array 0__helicobacter pylori < 0.29"
"Non-cancer illness code, self-reported | Array 0 helicobacter",0.0,0.02227,-0.008,-0.008,1,5e-05,"Non-cancer illness code, self-reported | Array 0__helicobacter",1.0,91543,100.0,"Non-cancer illness code, self-reported | Array 0__helicobacter < 0.29"
"Non-cancer illness code, self-reported | Array 0 hyperthyroidism thyrotoxicosis",0.0,0.03588,-0.007,-0.007,1,3e-05,"Non-cancer illness code, self-reported | Array 0__hyperthyroidism thyrotoxicosis",1.0,91444,99.92,"Non-cancer illness code, self-reported | Array 0__hyperthyroidism thyrotoxicosis < 0.29"
"Non-cancer illness code, self-reported | Array 0 hypersensitivity anaphylaxis",0.0,0.00492,-0.009,-0.009,1,7e-05,"Non-cancer illness code, self-reported | Array 0__hypersensitivity anaphylaxis",1.0,91500,99.99,"Non-cancer illness code, self-reported | Array 0__hypersensitivity anaphylaxis < 0.23"
"Non-cancer illness code, self-reported | Array 0 hypersensitivity",0.0,0.00492,-0.009,-0.009,1,7e-05,"Non-cancer illness code, self-reported | Array 0__hypersensitivity",1.0,91500,99.99,"Non-cancer illness code, self-reported | Array 0__hypersensitivity < 0.23"
"Non-cancer illness code, self-reported | Array 0 high cholesterol",0.0,1e-05,-0.015,-0.015,1,0.00012,"Non-cancer illness code, self-reported | Array 0__high cholesterol",1.01,89676,98.54,"Non-cancer illness code, self-reported | Array 0__high cholesterol < 0.29"
