name,feature_importance,p_val,corr,corr_kendal,support,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Target % Covered,F.Split-Feature Split
Most recent bowel cancer screening_Do not know,0.0,0.0097,0.006,0.006,189607,0.0,Most recent bowel cancer screening_Do not know,1.19,1860,1.17,Most recent bowel cancer screening_Do not know >= 0.50
Most recent bowel cancer screening_Less than 1 year ago,0.0,0.04573,-0.005,-0.005,189607,0.00079,Most recent bowel cancer screening_Less than 1 year ago,1.0,172315,91.3,Most recent bowel cancer screening_Less than 1 year ago < 0.50
Mouth/teeth dental problems_Bleeding gums|Dentures,0.0,0.00027,0.008,0.008,189607,0.0,Mouth/teeth dental problems_Bleeding gums|Dentures,1.29,1608,1.09,Mouth/teeth dental problems_Bleeding gums|Dentures >= 0.50
Mouth/teeth dental problems_Mouth ulcers|Dentures,0.0,0.02703,0.005,0.005,189607,0.00129,Mouth/teeth dental problems_Mouth ulcers|Dentures,1.14,2409,1.45,Mouth/teeth dental problems_Mouth ulcers|Dentures >= 0.50
Miserableness_No,0.0,0.0,-0.022,-0.022,189607,0.02764,Miserableness_No,1.08,87511,49.63,Miserableness_No < 0.50
Miserableness_Yes,0.0,0.0,0.022,0.022,189607,0.0212,Miserableness_Yes,1.08,83486,47.45,Miserableness_Yes >= 0.50
Mood swings_No,0.0,0.0,-0.023,-0.023,189607,0.02669,Mood swings_No,1.07,93677,53.01,Mood swings_No < 0.50
Mood swings_Yes,0.0,0.0,0.023,0.023,189607,0.02269,Mood swings_Yes,1.08,88155,50.15,Mood swings_Yes >= 0.50
Most recent bowel cancer screening_13,0.0,0.05032,0.004,0.004,189607,0.00081,Most recent bowel cancer screening_13,1.55,128,0.1,Most recent bowel cancer screening_13 >= 0.50
Most recent bowel cancer screening_22,0.0,0.00065,0.008,0.008,189607,0.00095,Most recent bowel cancer screening_22,1.0,189566,99.94,Most recent bowel cancer screening_22 < 0.50
Myopia diagnosis_non-myopic,0.0,0.00055,-0.008,-0.008,189607,0.00233,Myopia diagnosis_non-myopic,1.01,159646,85.11,Myopia diagnosis_non-myopic < 0.50
Mouth/teeth dental problems_Painful gums|Toothache,0.0,0.0001,0.009,0.009,189607,0.00054,Mouth/teeth dental problems_Painful gums|Toothache,1.72,287,0.26,Mouth/teeth dental problems_Painful gums|Toothache >= 0.50
Mouth/teeth dental problems_Prefer not to answer,0.0,0.01748,0.005,0.005,189607,0.0,Mouth/teeth dental problems_Prefer not to answer,1.29,655,0.45,Mouth/teeth dental problems_Prefer not to answer >= 0.50
Mouth/teeth dental problems_infrequent_,0.0,0.04328,-0.005,-0.005,189607,0.0,Mouth/teeth dental problems_infrequent_,1.0,189480,99.97,Mouth/teeth dental problems_infrequent_ < 0.50
Myopia diagnosis_moderate/low myopia,0.0,0.00168,-0.007,-0.007,189607,8e-05,Myopia diagnosis_moderate/low myopia,1.01,179298,95.08,Myopia diagnosis_moderate/low myopia < 0.50
Nervous feelings_No,0.0,0.01058,-0.006,-0.006,189607,0.03362,Nervous feelings_No,1.03,49102,26.71,Nervous feelings_No < 0.50
Nervous feelings_Yes,0.0,0.00233,0.007,0.007,189607,0.00458,Nervous feelings_Yes,1.04,43448,23.84,Nervous feelings_Yes >= 0.50
"Never eat eggs, dairy, wheat, sugar_Dairy products|Sugar or foods/drinks containing sugar",0.0,0.01526,0.006,0.006,189607,1e-05,"Never eat eggs, dairy, wheat, sugar_Dairy products|Sugar or foods/drinks containing sugar",1.26,864,0.57,"Never eat eggs, dairy, wheat, sugar_Dairy products|Sugar or foods/drinks containing sugar >= 0.50"
"Never eat eggs, dairy, wheat, sugar_Eggs or foods containing eggs",0.0,0.03613,0.005,0.005,189607,0.0005,"Never eat eggs, dairy, wheat, sugar_Eggs or foods containing eggs",1.13,2560,1.53,"Never eat eggs, dairy, wheat, sugar_Eggs or foods containing eggs >= 0.50"
"Never eat eggs, dairy, wheat, sugar_Eggs or foods containing eggs|Dairy products",0.0,0.03666,0.005,0.005,189607,0.00069,"Never eat eggs, dairy, wheat, sugar_Eggs or foods containing eggs|Dairy products",1.33,406,0.28,"Never eat eggs, dairy, wheat, sugar_Eggs or foods containing eggs|Dairy products >= 0.50"
Mouth/teeth dental problems_Mouth ulcers|Painful gums,0.0,0.01417,0.006,0.006,189607,0.0,Mouth/teeth dental problems_Mouth ulcers|Painful gums,1.32,583,0.41,Mouth/teeth dental problems_Mouth ulcers|Painful gums >= 0.50
Mouth/teeth dental problems_Mouth ulcers|Painful gums|Bleeding gums|Loose teeth,0.0,0.01506,0.006,0.006,189607,0.0,Mouth/teeth dental problems_Mouth ulcers|Painful gums|Bleeding gums|Loose teeth,1.0,189531,99.92,Mouth/teeth dental problems_Mouth ulcers|Painful gums|Bleeding gums|Loose teeth < 0.50
Mouth/teeth dental problems_Mouth ulcers|Painful gums|Toothache|Dentures,0.0,0.00898,0.006,0.006,189607,0.00106,Mouth/teeth dental problems_Mouth ulcers|Painful gums|Toothache|Dentures,1.0,189576,99.96,Mouth/teeth dental problems_Mouth ulcers|Painful gums|Toothache|Dentures < 0.50
Mouth/teeth dental problems_None of the above,0.0,0.0,-0.027,-0.027,189607,0.02955,Mouth/teeth dental problems_None of the above,1.1,83111,48.11,Mouth/teeth dental problems_None of the above < 0.50
Mouth/teeth dental problems_Painful gums|Bleeding gums|Loose teeth|Dentures,0.0,0.00391,0.007,0.007,189607,0.0,Mouth/teeth dental problems_Painful gums|Bleeding gums|Loose teeth|Dentures,1.0,189532,99.92,Mouth/teeth dental problems_Painful gums|Bleeding gums|Loose teeth|Dentures < 0.50
Mineral and other dietary supplements_Zinc|Selenium,0.0,0.0345,0.005,0.005,189607,0.00098,Mineral and other dietary supplements_Zinc|Selenium,1.53,158,0.13,Mineral and other dietary supplements_Zinc|Selenium >= 0.50
Mineral and other dietary supplements_Zinc,0.0,0.05171,0.004,0.004,189607,0.0002,Mineral and other dietary supplements_Zinc,1.19,1095,0.68,Mineral and other dietary supplements_Zinc >= 0.50
"Non-cancer illness code, self-reported | Array 6 allergic",0.0,0.00683,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 6__allergic",1.59,207,0.17,"Non-cancer illness code, self-reported | Array 6__allergic >= 0.22"
"Medication for cholesterol, blood pressure or diabetes_Blood pressure medication|Insulin",0.0,0.01451,0.006,0.006,189607,4e-05,"Medication for cholesterol, blood pressure or diabetes_Blood pressure medication|Insulin",1.64,148,0.13,"Medication for cholesterol, blood pressure or diabetes_Blood pressure medication|Insulin >= 0.50"
"Medication for cholesterol, blood pressure or diabetes_Cholesterol lowering medication",0.0,0.00046,-0.008,-0.008,189607,0.0,"Medication for cholesterol, blood pressure or diabetes_Cholesterol lowering medication",1.01,182357,96.66,"Medication for cholesterol, blood pressure or diabetes_Cholesterol lowering medication < 0.50"
"Medication for cholesterol, blood pressure or diabetes_Cholesterol lowering medication|Blood pressure medication|Insulin",0.0,0.00177,0.007,0.007,189607,0.00038,"Medication for cholesterol, blood pressure or diabetes_Cholesterol lowering medication|Blood pressure medication|Insulin",1.32,950,0.66,"Medication for cholesterol, blood pressure or diabetes_Cholesterol lowering medication|Blood pressure medication|Insulin >= 0.50"
"Medication for cholesterol, blood pressure or diabetes Medication_Blood pressure medication|Insulin",0.0,0.01451,0.006,0.006,189607,0.00027,"Medication for cholesterol, blood pressure or diabetes Medication_Blood pressure medication|Insulin",1.64,148,0.13,"Medication for cholesterol, blood pressure or diabetes Medication_Blood pressure medication|Insulin >= 0.50"
"Medication for cholesterol, blood pressure or diabetes Medication_Cholesterol lowering medication",0.0,0.00046,-0.008,-0.008,189607,5e-05,"Medication for cholesterol, blood pressure or diabetes Medication_Cholesterol lowering medication",1.01,182357,96.66,"Medication for cholesterol, blood pressure or diabetes Medication_Cholesterol lowering medication < 0.50"
"Medication for cholesterol, blood pressure or diabetes Medication_Cholesterol lowering medication|Blood pressure medication|Insulin",0.0,0.00177,0.007,0.007,189607,0.00057,"Medication for cholesterol, blood pressure or diabetes Medication_Cholesterol lowering medication|Blood pressure medication|Insulin",1.32,950,0.66,"Medication for cholesterol, blood pressure or diabetes Medication_Cholesterol lowering medication|Blood pressure medication|Insulin >= 0.50"
"Medication for cholesterol, blood pressure or diabetes Medication_None of the above",0.0,0.0,-0.026,-0.026,189607,0.00606,"Medication for cholesterol, blood pressure or diabetes Medication_None of the above",1.05,145947,80.5,"Medication for cholesterol, blood pressure or diabetes Medication_None of the above < 0.50"
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_Blood pressure medication|Hormone replacement therapy",0.0,2e-05,0.01,0.01,189607,0.0,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_Blood pressure medication|Hormone replacement therapy",1.41,1127,0.84,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_Blood pressure medication|Hormone replacement therapy >= 0.50"
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_Cholesterol lowering medication|Blood pressure medication|Insulin",0.0,4e-05,0.009,0.009,189607,0.00051,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_Cholesterol lowering medication|Blood pressure medication|Insulin",1.49,685,0.54,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_Cholesterol lowering medication|Blood pressure medication|Insulin >= 0.50"
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_Do not know",0.0,0.02821,0.005,0.005,189607,0.00148,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_Do not know",1.29,581,0.39,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_Do not know >= 0.50"
Low Protein_Yes,0.0,0.00044,0.008,0.008,189607,0.00065,Low Protein_Yes,1.4,752,0.56,Low Protein_Yes >= 0.50
Low Protein_None,0.0,0.00044,-0.008,-0.008,189607,0.02619,Low Protein_None,1.4,752,0.56,Low Protein_None < 0.50
Illnesses of siblings_4_None,0.0,0.00448,-0.007,-0.007,189607,0.03248,Illnesses of siblings_4_None,1.26,1197,0.79,Illnesses of siblings_4_None < 0.50
Irritability_No,0.0,3e-05,-0.01,-0.01,189607,0.03311,Irritability_No,1.04,60644,33.4,Irritability_No < 0.50
Leg pain on walking_No,0.0,0.0,-0.018,-0.018,189607,0.0051,Leg pain on walking_No,1.03,145252,78.99,Leg pain on walking_No < 0.50
Leg pain on walking_Yes,0.0,3e-05,0.01,0.01,189607,0.0016,Leg pain on walking_Yes,1.09,18257,10.52,Leg pain on walking_Yes >= 0.50
Leg pain when standing still or sitting_None,0.0,3e-05,-0.01,-0.01,189607,0.02862,Leg pain when standing still or sitting_None,1.09,18257,10.52,Leg pain when standing still or sitting_None < 0.50
Leg pain when standing still or sitting_Yes,0.0,0.0,0.011,0.011,189607,0.00025,Leg pain when standing still or sitting_Yes,1.14,11762,7.04,Leg pain when standing still or sitting_Yes >= 0.50
Long-term/recurrent antibiotics as child or teenager_No,0.0,0.0,-0.022,-0.022,189607,0.00677,Long-term/recurrent antibiotics as child or teenager_No,1.04,144366,79.11,Long-term/recurrent antibiotics as child or teenager_No < 0.50
Long-term/recurrent antibiotics as child or teenager_None,0.0,0.0,0.018,0.018,189607,0.03198,Long-term/recurrent antibiotics as child or teenager_None,1.04,129462,70.86,Long-term/recurrent antibiotics as child or teenager_None >= 0.50
Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine|Calcium|Zinc|Selenium,0.0,0.02144,0.005,0.005,189607,0.0007,Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine|Calcium|Zinc|Selenium,1.54,178,0.15,Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine|Calcium|Zinc|Selenium >= 0.50
Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine|Selenium,0.0,0.00395,-0.007,-0.007,189607,0.0004,Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine|Selenium,1.0,188917,99.76,Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine|Selenium < 0.50
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_infrequent_",0.0,0.0517,-0.004,-0.004,189607,0.0,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_infrequent_",1.0,189515,99.98,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_infrequent_ < 0.50"
Mineral and other dietary supplements_Glucosamine|Selenium,0.0,0.04254,-0.005,-0.005,189607,0.0,Mineral and other dietary supplements_Glucosamine|Selenium,1.0,189378,99.93,Mineral and other dietary supplements_Glucosamine|Selenium < 0.50
Mineral and other dietary supplements_Iron,0.0,0.00062,0.008,0.008,189607,0.0,Mineral and other dietary supplements_Iron,1.24,2073,1.35,Mineral and other dietary supplements_Iron >= 0.50
Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine|Calcium|Selenium,0.0,0.01909,-0.005,-0.005,189607,0.0,Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine|Calcium|Selenium,1.0,189432,99.96,Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine|Calcium|Selenium < 0.50
Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine|Calcium,0.0,0.00968,-0.006,-0.006,189607,0.0,Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine|Calcium,1.0,187111,98.9,Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine|Calcium < 0.50
Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine,0.0,0.0,-0.011,-0.011,189607,0.0001,Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine,1.01,172188,91.81,Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine < 0.50
Method of diagnosis when first had COVID-19_Confirmed by a positive rapid lateral flow test,0.0,0.0,-0.015,-0.015,189607,0.00129,Method of diagnosis when first had COVID-19_Confirmed by a positive rapid lateral flow test,1.02,168600,90.37,Method of diagnosis when first had COVID-19_Confirmed by a positive rapid lateral flow test < 0.50
Method of diagnosis when first had COVID-19_None,0.0,0.0,0.014,0.014,189607,0.03367,Method of diagnosis when first had COVID-19_None,1.02,155943,83.94,Method of diagnosis when first had COVID-19_None >= 0.50
Method of diagnosis when first had COVID-19_Obtained via a positive antibody test (blood test) only,0.0,0.05878,-0.004,-0.004,189607,0.0,Method of diagnosis when first had COVID-19_Obtained via a positive antibody test (blood test) only,1.0,188775,99.65,Method of diagnosis when first had COVID-19_Obtained via a positive antibody test (blood test) only < 0.50
Mineral and other dietary supplements_Fish oil (including cod liver oil),0.0,0.00043,-0.008,-0.008,189607,0.00287,Mineral and other dietary supplements_Fish oil (including cod liver oil),1.01,159331,84.97,Mineral and other dietary supplements_Fish oil (including cod liver oil) < 0.50
"Never eat eggs, dairy, wheat, sugar_Eggs or foods containing eggs|Sugar or foods/drinks containing sugar",0.0,0.00374,0.007,0.007,189607,0.0,"Never eat eggs, dairy, wheat, sugar_Eggs or foods containing eggs|Sugar or foods/drinks containing sugar",1.27,1143,0.77,"Never eat eggs, dairy, wheat, sugar_Eggs or foods containing eggs|Sugar or foods/drinks containing sugar >= 0.50"
Time spend outdoors in summer_Do not know,0.0,0.0,0.011,0.011,189607,0.00078,Time spend outdoors in summer_Do not know,1.13,11625,6.95,Time spend outdoors in summer_Do not know >= 0.50
Time spend outdoors in summer_Less than an hour a day,0.0,0.00047,0.008,0.008,189607,0.0009,Time spend outdoors in summer_Less than an hour a day,1.12,7550,4.48,Time spend outdoors in summer_Less than an hour a day >= 0.50
Time spent outdoors in winter_1,0.0,0.00044,-0.008,-0.008,189607,0.00809,Time spent outdoors in winter_1,1.02,134133,71.9,Time spent outdoors in winter_1 < 0.50
Tinnitus severity/nuisance_infrequent_,0.0,0.01621,0.006,0.006,189607,0.0,Tinnitus severity/nuisance_infrequent_,1.0,189607,100.0,All values
Time spent outdoors in winter_Do not know,0.0,0.0,0.014,0.014,189607,0.00058,Time spent outdoors in winter_Do not know,1.17,11859,7.3,Time spent outdoors in winter_Do not know >= 0.50
Time spend outdoors in summer_5,0.0,0.04665,0.005,0.005,189607,0.00183,Time spend outdoors in summer_5,1.04,20738,11.39,Time spend outdoors in summer_5 >= 0.50
